0	1	84.8	80.5
1	4	84	79.7
5	9	80	75.8
10	14	75.1	70.8
15	19	70.1	65.8
20	24	65.1	60.9
25	29	60.2	56.1
30	34	55.3	51.2
35	39	50.3	46.4
40	44	45.4	41.6
45	49	40.6	36.8
50	54	35.9	32.2
55	59	31.2	27.6
60	64	26.6	23.3
65	69	22.2	19.2
70	74	18	15.4
75	79	14	11.9
80	84	10.4	8.9
85	89	7.4	6.5
90	94	5.1	4.6
95	99	3.6	3.3
100	999	2.5	2.4
