0	1	73.1	67.5
1	4	73	67.6
5	9	69.2	63.8
10	14	64.4	59.1
15	19	59.5	54.4
20	24	54.7	49.8
25	29	49.9	45.3
30	34	45.1	40.8
35	39	40.4	36.3
40	44	35.8	31.9
45	49	31.2	27.5
50	54	26.8	23.4
55	59	22.5	19.5
60	64	18.5	15.9
65	69	14.7	12.6
70	74	11.3	9.7
75	79	8.4	7.3
80	84	6.1	5.4
85	89	4.4	3.8
90	94	3.1	2.8
95	99	2.3	2.1
100	999	1.9	1.7
