0	1	63.8	59.9
1	4	64.9	61.3
5	9	61.8	58.2
10	14	57.7	54.2
15	19	53.2	49.8
20	24	48.8	45.5
25	29	44.5	41.5
30	34	40.3	37.5
35	39	36.2	33.6
40	44	32.3	29.8
45	49	28.5	26.1
50	54	24.6	22.6
55	59	20.8	19.1
60	64	17.1	15.7
65	69	13.6	12.5
70	74	10.5	9.6
75	79	7.9	7.2
80	84	5.8	5.3
85	89	4.2	3.8
90	94	3.1	2.8
95	99	2.4	2.1
100	999	1.9	1.7
