0	1	77.9	73.1
1	4	77.8	73.1
5	9	73.8	69.1
10	14	68.9	64.2
15	19	63.9	59.3
20	24	59	54.5
25	29	54.2	49.7
30	34	49.3	45
35	39	44.5	40.2
40	44	39.7	35.4
45	49	34.9	30.7
50	54	30.3	26.2
55	59	25.7	21.9
60	64	21.4	18
65	69	17.2	14.3
70	74	13.5	11.1
75	79	10.1	8.3
80	84	7.4	6
85	89	5.2	4.2
90	94	3.7	3
95	99	2.7	2.2
100	999	2	1.7
