0	1	78	73.1
1	4	78	73.1
5	9	74.2	69.4
10	14	69.4	64.7
15	19	64.6	59.8
20	24	59.7	55.2
25	29	54.9	50.6
30	34	50.1	46.1
35	39	45.4	41.6
40	44	40.7	37.1
45	49	36.1	32.6
50	54	31.5	28.3
55	59	27.1	24.2
60	64	22.9	20.2
65	69	18.9	16.5
70	74	15.2	13.2
75	79	11.8	10.2
80	84	9	7.8
85	89	6.8	5.9
90	94	5.2	4.6
95	99	4	3.6
100	999	3.2	2.9
