0	1	78.1	74.1
1	4	77.4	73.5
5	9	73.4	69.5
10	14	68.5	64.5
15	19	63.5	59.6
20	24	58.6	54.7
25	29	53.7	49.9
30	34	48.7	45.1
35	39	43.9	40.3
40	44	39	35.6
45	49	34.3	31
50	54	29.7	26.6
55	59	25.3	22.4
60	64	21	18.4
65	69	16.9	14.8
70	74	13.2	11.7
75	79	9.8	8.8
80	84	7	6.5
85	89	4.8	4.7
90	94	3.2	3.4
95	99	2.3	2.5
100	999	1.4	2
