0	1	80.2	72.9
1	4	79.6	72.4
5	9	75.8	68.5
10	14	70.8	63.6
15	19	65.8	58.6
20	24	60.9	53.8
25	29	56	49
30	34	51	44.2
35	39	46.1	39.4
40	44	41.3	34.7
45	49	36.5	30.1
50	54	31.8	25.8
55	59	27.3	21.7
60	64	22.9	18
65	69	18.8	14.8
70	74	14.8	11.7
75	79	11.2	9
80	84	8.1	6.7
85	89	5.8	5.1
90	94	4	3.7
95	99	2.8	2.9
100	999	2	2.3
