0	1	83.4	78.7
1	4	82.6	78
5	9	78.6	74
10	14	73.7	69
15	19	68.7	64.1
20	24	63.7	59.2
25	29	58.8	54.3
30	34	53.9	49.4
35	39	48.9	44.6
40	44	44	39.8
45	49	39.2	35
50	54	34.5	30.4
55	59	29.8	26
60	64	25.4	21.9
65	69	21.1	18.1
70	74	16.9	14.3
75	79	13	11
80	84	9.4	8
85	89	6.5	5.7
90	94	4.4	3.9
95	99	3	2.8
100	999	2.1	2
