0	1	68.3	63.1
1	4	69.4	64.5
5	9	66.2	61.4
10	14	61.4	56.7
15	19	56.6	51.9
20	24	51.8	47.3
25	29	47.2	42.8
30	34	42.8	38.4
35	39	38.5	34.1
40	44	34.4	30.3
45	49	30.4	26.6
50	54	26.4	22.9
55	59	22.4	19.4
60	64	18.5	16
65	69	14.8	12.8
70	74	11.4	9.9
75	79	8.5	7.5
80	84	6.2	5.5
85	89	4.4	3.9
90	94	3.2	2.8
95	99	2.3	2.1
100	999	1.8	1.6
