0	1	83.4	79.4
1	4	82.7	78.6
5	9	78.7	74.7
10	14	73.7	69.7
15	19	68.8	64.8
20	24	63.8	59.9
25	29	58.9	55.1
30	34	54	50.3
35	39	49.1	45.6
40	44	44.2	40.8
45	49	39.4	36.1
50	54	34.7	31.5
55	59	30.1	27
60	64	25.6	22.6
65	69	21.2	18.5
70	74	17	14.6
75	79	13.1	11.1
80	84	9.7	8.1
85	89	7	6
90	94	4.9	4.2
95	99	3.3	2.9
100	999	2.4	2.2
