0	1	70.8	67.9
1	4	71.3	68.6
5	9	67.6	65
10	14	62.9	60.3
15	19	58	55.5
20	24	53.3	50.8
25	29	48.6	46.3
30	34	44	41.7
35	39	39.4	37.1
40	44	34.8	32.5
45	49	30.4	28.1
50	54	26.1	23.9
55	59	21.9	19.9
60	64	17.9	16.2
65	69	14.3	12.9
70	74	11	10
75	79	8.2	7.5
80	84	5.9	5.5
85	89	4.2	3.9
90	94	3.1	2.8
95	99	2.3	2.1
100	999	1.8	1.6
