0	1	64.3	60.3
1	4	65.5	62
5	9	62.6	59.1
10	14	58.4	55.1
15	19	53.9	50.6
20	24	49.5	46.3
25	29	45.3	42.3
30	34	41.2	38.3
35	39	37.1	34.4
40	44	33.2	30.7
45	49	29.4	27.1
50	54	25.5	23.5
55	59	21.7	20.1
60	64	17.9	16.6
65	69	14.4	13.4
70	74	11.2	10.4
75	79	8.5	7.9
80	84	6.2	5.8
85	89	4.6	4.2
90	94	3.3	3
95	99	2.5	2.2
100	999	1.9	1.7
