0	1	83.8	78.3
1	4	82.9	77.5
5	9	79	73.5
10	14	74	68.5
15	19	69	63.6
20	24	64.1	58.7
25	29	59.2	53.9
30	34	54.3	49.2
35	39	49.4	44.4
40	44	44.5	39.7
45	49	39.7	35
50	54	35	30.5
55	59	30.3	26.1
60	64	25.9	22.1
65	69	21.5	18.2
70	74	17.3	14.6
75	79	13.4	11.2
80	84	9.7	8.2
85	89	6.6	5.8
90	94	4.4	3.9
95	99	2.9	2.7
100	999	2	2
