0	1	76.6	74.5
1	4	76.6	74.6
5	9	72.8	70.7
10	14	67.9	65.8
15	19	62.9	60.9
20	24	58.1	56.1
25	29	53.2	51.5
30	34	48.3	46.8
35	39	43.4	42.1
40	44	38.6	37.3
45	49	33.8	32.6
50	54	29	28
55	59	24.4	23.6
60	64	19.9	19.3
65	69	15.8	15.2
70	74	12	11.4
75	79	8.7	8.4
80	84	6.5	6.2
85	89	4.7	4.5
90	94	3.3	3.2
95	99	2.4	2.4
100	999	1.8	1.9
