0	1	80.4	73.3
1	4	80.1	73
5	9	76.2	69.1
10	14	71.3	64.2
15	19	66.3	59.3
20	24	61.5	54.7
25	29	56.6	50.1
30	34	51.8	45.5
35	39	47	40.9
40	44	42.3	36.3
45	49	37.6	31.7
50	54	33.1	27.3
55	59	28.7	23.1
60	64	24.5	19.1
65	69	20.6	15.6
70	74	16.9	12.3
75	79	13.6	9.6
80	84	10.6	7.2
85	89	8.1	5.4
90	94	6	3.9
95	99	4.2	2.9
100	999	2.5	2.5
