0	1	85.5	80.1
1	4	84.7	79.4
5	9	80.8	75.5
10	14	75.8	70.5
15	19	70.8	65.5
20	24	65.9	60.6
25	29	60.9	55.7
30	34	56	50.8
35	39	51.1	45.9
40	44	46.1	41
45	49	41.3	36.3
50	54	36.5	31.6
55	59	31.9	27.2
60	64	27.3	22.9
65	69	22.8	19
70	74	18.3	15.2
75	79	14.1	11.6
80	84	10.3	8.5
85	89	7.1	6
90	94	4.8	4.2
95	99	3.2	2.9
100	999	2.1	2
