0	1	68.8	63.7
1	4	70.6	65.9
5	9	67.5	62.7
10	14	62.7	58.2
15	19	57.9	53.5
20	24	53.2	48.9
25	29	48.5	44.5
30	34	43.9	40.1
35	39	39.3	35.6
40	44	34.8	31.3
45	49	30.3	27
50	54	26	22.9
55	59	21.8	19.1
60	64	17.9	15.6
65	69	14.2	12.4
70	74	10.9	9.6
75	79	8.2	7.2
80	84	5.9	5.3
85	89	4.2	3.8
90	94	3.1	2.8
95	99	2.3	2
100	999	1.8	1.3
