"","","2015","2015","2014","2014","2013","2013","2012","2012","2011","2011","2010","2010","2009","2009","2008","2008","2007","2007","2006","2006","2005","2005","2004","2004","2003","2003","2002","2002","2001","2001","2000","2000"
"Indicator","Age Group"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"," Female"," Male"
"nMx - age-specific death rate between ages x and x+n"," &lt;1 year","0.072","0.086","0.074","0.088","0.075","0.09","0.077","0.092","0.079","0.094","0.081","0.096","0.083","0.099","0.086","0.102","0.088","0.105","0.092","0.109","0.096","0.113","0.1","0.118","0.104","0.123","0.109","0.128","0.113","0.133","0.116","0.138"
"nMx - age-specific death rate between ages x and x+n"," 1-4 years","0.011","0.011","0.012","0.012","0.013","0.013","0.013","0.014","0.014","0.014","0.015","0.015","0.016","0.016","0.017","0.018","0.019","0.019","0.02","0.02","0.022","0.022","0.024","0.024","0.026","0.026","0.028","0.028","0.029","0.03","0.031","0.032"
"nMx - age-specific death rate between ages x and x+n"," 5-9 years","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.004","0.003","0.005","0.003"
"nMx - age-specific death rate between ages x and x+n"," 10-14 years","0.002","0.002","0.002","0.002","0.003","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.003","0.002","0.003","0.002","0.003","0.002","0.003","0.002"
"nMx - age-specific death rate between ages x and x+n"," 15-19  years","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003","0.003"
"nMx - age-specific death rate between ages x and x+n"," 20-24 years","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004"
"nMx - age-specific death rate between ages x and x+n"," 25-29 years","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.004","0.005","0.004","0.005","0.004","0.005","0.004","0.005","0.004","0.005","0.004","0.005","0.004","0.005","0.005","0.005","0.005","0.005","0.005"
"nMx - age-specific death rate between ages x and x+n"," 30-34 years","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.005","0.006","0.005","0.006","0.005","0.006","0.005","0.006","0.005","0.006","0.005","0.007","0.006","0.007","0.006","0.007","0.006","0.007","0.006"
"nMx - age-specific death rate between ages x and x+n"," 35-39 years","0.006","0.005","0.006","0.006","0.006","0.006","0.006","0.006","0.007","0.006","0.007","0.006","0.007","0.006","0.007","0.006","0.007","0.006","0.008","0.006","0.008","0.007","0.008","0.007","0.008","0.007","0.008","0.007","0.008","0.007","0.008","0.007"
"nMx - age-specific death rate between ages x and x+n"," 40-44 years","0.007","0.007","0.008","0.007","0.007","0.007","0.007","0.007","0.008","0.007","0.008","0.007","0.008","0.007","0.008","0.007","0.008","0.007","0.008","0.008","0.008","0.008","0.009","0.008","0.009","0.008","0.009","0.008","0.009","0.008","0.009","0.008"
"nMx - age-specific death rate between ages x and x+n"," 45-49 years","0.008","0.008","0.008","0.008","0.008","0.009","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.009","0.008","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.009","0.01","0.01","0.01"
"nMx - age-specific death rate between ages x and x+n"," 50-54 years","0.011","0.011","0.011","0.012","0.011","0.012","0.011","0.012","0.011","0.012","0.011","0.012","0.011","0.012","0.011","0.012","0.011","0.012","0.011","0.012","0.011","0.012","0.012","0.012","0.012","0.013","0.012","0.013","0.012","0.013","0.012","0.013"
"nMx - age-specific death rate between ages x and x+n"," 55-59 years","0.014","0.015","0.014","0.016","0.014","0.016","0.014","0.016","0.014","0.016","0.014","0.016","0.014","0.016","0.014","0.016","0.015","0.016","0.015","0.016","0.015","0.016","0.015","0.016","0.015","0.017","0.016","0.017","0.016","0.017","0.016","0.017"
"nMx - age-specific death rate between ages x and x+n"," 60-64 years","0.022","0.023","0.022","0.024","0.022","0.024","0.022","0.024","0.022","0.024","0.022","0.024","0.022","0.024","0.023","0.024","0.023","0.024","0.023","0.024","0.023","0.025","0.024","0.025","0.024","0.025","0.024","0.025","0.025","0.026","0.025","0.026"
